country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
United States,1986,female,15-24 years,844,19313000,,"4,590,155,000,000"
United States,1986,male,5-14 years,199,17338000,,"4,590,155,000,000"
United States,1986,female,5-14 years,56,16517000,,"4,590,155,000,000"
United States,1987,male,75+ years,2532,4295000,,"4,870,217,000,000"
United States,1987,male,55-74 years,5482,18190000,,"4,870,217,000,000"
United States,1987,male,25-34 years,537,21670000,,"4,870,217,000,000"
United States,1987,male,35-54 years,6569,28222000,,"4,870,217,000,000"
United States,1987,male,15-24 years,419,19327000,,"4,870,217,000,000"
United States,1987,female,35-54 years,227,29359000,,"4,870,217,000,000"
United States,1987,female,55-74 years,1596,21497000,,"4,870,217,000,000"
United States,1987,female,75+ years,54,7872000,,"4,870,217,000,000"
United States,1987,female,25-34 years,1285,21645000,,"4,870,217,000,000"
United States,1987,female,15-24 years,815,18925000,,"4,870,217,000,000"
United States,1987,male,5-14 years,199,17486000,,"4,870,217,000,000"
United States,1987,female,5-14 years,52,16660000,,"4,870,217,000,000"
United States,1988,male,75+ years,2548,4409000,,"5,252,629,000,000"
United States,1988,male,55-74 years,5198,18235000,,"5,252,629,000,000"
United States,1988,male,25-34 years,5463,21853000,,"5,252,629,000,000"
United States,1988,male,35-54 years,6528,29147000,,"5,252,629,000,000"
United States,1988,male,15-24 years,4143,18897000,,"5,252,629,000,000"
United States,1988,female,35-54 years,229,30281000,,"5,252,629,000,000"
United States,1988,female,55-74 years,154,21491000,,"5,252,629,000,000"
United States,1988,female,75+ years,519,8062000,,"5,252,629,000,000"
United States,1988,female,25-34 years,1247,21822000,,"5,252,629,000,000"
United States,1988,female,15-24 years,786,18501000,,"5,252,629,000,000"
United States,1988,male,5-14 years,181,17751000,,"5,252,629,000,000"
United States,1988,female,5-14 years,62,16904000,,"5,252,629,000,000"
United States,1989,male,75+ years,2462,4541000,,"5,657,693,000,000"
United States,1989,male,55-74 years,5185,18295000,,"5,657,693,000,000"
United States,1989,male,25-34 years,5339,21943000,,"5,657,693,000,000"
United States,1989,male,35-54 years,6814,30135000,,"5,657,693,000,000"
United States,1989,male,15-24 years,416,18459000,,"5,657,693,000,000"
United States,1989,female,35-54 years,2159,31264000,,"5,657,693,000,000"
United States,1989,female,55-74 years,1432,21480000,,"5,657,693,000,000"
United States,1989,female,75+ years,491,8262000,,"5,657,693,000,000"
United States,1989,female,25-34 years,1226,21892000,,"5,657,693,000,000"
United States,1989,female,15-24 years,764,18055000,,"5,657,693,000,000"
United States,1989,male,5-14 years,184,18010000,,"5,657,693,000,000"
United States,1989,female,5-14 years,56,17151000,,"5,657,693,000,000"
United States,1990,male,75+ years,2653,4585900,0.859,"5,979,589,000,000"
United States,1990,male,55-74 years,519,17861900,0.859,"5,979,589,000,000"
United States,1990,male,25-34 years,5339,21564300,0.859,"5,979,589,000,000"
United States,1990,male,35-54 years,726,30742000,0.859,"5,979,589,000,000"
United States,1990,male,15-24 years,416,18915400,0.859,"5,979,589,000,000"
United States,1990,female,55-74 years,154,21296300,0.859,"5,979,589,000,000"
United States,1990,female,35-54 years,2175,31749500,0.859,"5,979,589,000,000"
United States,1990,female,75+ years,511,8447400,0.859,"5,979,589,000,000"
United States,1990,female,25-34 years,1211,21596400,0.859,"5,979,589,000,000"
United States,1990,female,15-24 years,79,18097900,0.859,"5,979,589,000,000"
United States,1990,male,5-14 years,195,17970800,0.859,"5,979,589,000,000"
United States,1990,female,5-14 years,69,17124400,0.859,"5,979,589,000,000"
United States,1991,male,75+ years,2673,4769000,,"6,174,043,000,000"
United States,1991,male,55-74 years,4983,17954000,,"6,174,043,000,000"
United States,1991,male,25-34 years,5361,21427000,,"6,174,043,000,000"
United States,1991,male,35-54 years,7454,31995000,,"6,174,043,000,000"
United States,1991,male,15-24 years,473,18609000,,"6,174,043,000,000"
United States,1991,female,35-54 years,2296,33017000,,"6,174,043,000,000"
United States,1991,female,55-74 years,1342,21331000,,"6,174,043,000,000"
United States,1991,female,75+ years,511,8705000,,"6,174,043,000,000"
United States,1991,female,25-34 years,1153,21450000,,"6,174,043,000,000"
United States,1991,female,15-24 years,678,17790000,,"6,174,043,000,000"
United States,1991,male,5-14 years,28,18388000,,"6,174,043,000,000"
United States,1991,female,5-14 years,58,17520000,,"6,174,043,000,000"
United States,1992,male,75+ years,2573,4916700,,"6,539,299,000,000"
United States,1992,male,55-74 years,4818,18038900,,"6,539,299,000,000"
United States,1992,male,25-34 years,512,21232500,,"6,539,299,000,000"
United States,1992,male,35-54 years,7679,33165400,,"6,539,299,000,000"
United States,1992,male,15-24 years,444,18478000,,"6,539,299,000,000"
United States,1992,female,35-54 years,2348,34156600,,"6,539,299,000,000"
United States,1992,female,55-74 years,1325,21346900,,"6,539,299,000,000"
United States,1992,female,75+ years,549,8898100,,"6,539,299,000,000"
United States,1992,female,25-34 years,17,21212300,,"6,539,299,000,000"
United States,1992,female,15-24 years,649,17668700,,"6,539,299,000,000"
United States,1992,male,5-14 years,232,18668200,,"6,539,299,000,000"
United States,1992,female,5-14 years,82,17783300,,"6,539,299,000,000"
United States,1993,male,75+ years,2649,5043500,,"6,878,718,000,000"
United States,1993,male,55-74 years,4797,18163000,,"6,878,718,000,000"
United States,1993,male,25-34 years,5218,20942000,,"6,878,718,000,000"
United States,1993,male,35-54 years,7976,34205000,,"6,878,718,000,000"
United States,1993,male,15-24 years,4119,18399400,,"6,878,718,000,000"
United States,1993,female,35-54 years,2362,35236400,,"6,878,718,000,000"
United States,1993,female,55-74 years,134,21398900,,"6,878,718,000,000"
United States,1993,female,75+ years,519,9090400,,"6,878,718,000,000"
United States,1993,female,25-34 years,189,20933400,,"6,878,718,000,000"
United States,1993,female,15-24 years,73,17630000,,"6,878,718,000,000"
United States,1993,male,5-14 years,233,18972100,,"6,878,718,000,000"
United States,1993,female,5-14 years,88,18078200,,"6,878,718,000,000"
United States,1994,male,75+ years,2629,5185500,,"7,308,755,000,000"
United States,1994,male,25-34 years,5295,20676800,,"7,308,755,000,000"
United States,1994,male,55-74 years,4498,18273200,,"7,308,755,000,000"
United States,1994,male,15-24 years,432,18347400,,"7,308,755,000,000"
United States,1994,male,35-54 years,8199,35239700,,"7,308,755,000,000"
United States,1994,female,35-54 years,2472,36290200,,"7,308,755,000,000"
United States,1994,female,75+ years,514,9261000,,"7,308,755,000,000"
United States,1994,female,55-74 years,1179,21456100,,"7,308,755,000,000"
United States,1994,female,25-34 years,159,20677400,,"7,308,755,000,000"
United States,1994,female,15-24 years,654,17595500,,"7,308,755,000,000"
United States,1994,male,5-14 years,234,19259500,,"7,308,755,000,000"
United States,1994,female,5-14 years,88,18351800,,"7,308,755,000,000"
United States,1995,male,75+ years,258,5346600,0.876,"7,664,060,000,000"
United States,1995,male,25-34 years,5234,20432000,0.876,"7,664,060,000,000"
United States,1995,male,55-74 years,467,18386200,0.876,"7,664,060,000,000"
United States,1995,male,35-54 years,8545,36243300,0.876,"7,664,060,000,000"
United States,1995,male,15-24 years,4132,18352000,0.876,"7,664,060,000,000"
United States,1995,female,35-54 years,2454,37303100,0.876,"7,664,060,000,000"
United States,1995,female,75+ years,516,9426600,0.876,"7,664,060,000,000"
United States,1995,female,55-74 years,1157,21504100,0.876,"7,664,060,000,000"
United States,1995,female,25-34 years,158,20441200,0.876,"7,664,060,000,000"
United States,1995,female,15-24 years,652,17594600,0.876,"7,664,060,000,000"
United States,1995,male,5-14 years,26,19528500,0.876,"7,664,060,000,000"
United States,1995,female,5-14 years,77,18606000,0.876,"7,664,060,000,000"
United States,1996,male,75+ years,2586,5556200,,"8,100,201,000,000"
United States,1996,male,55-74 years,4613,18490700,,"8,100,201,000,000"
United States,1996,male,35-54 years,8984,37405100,,"8,100,201,000,000"
United States,1996,male,25-34 years,4848,20191300,,"8,100,201,000,000"
United States,1996,male,15-24 years,3724,18617800,,"8,100,201,000,000"
United States,1996,female,35-54 years,2594,38357900,,"8,100,201,000,000"
United States,1996,female,55-74 years,1118,21540200,,"8,100,201,000,000"
United States,1996,female,25-34 years,113,20176900,,"8,100,201,000,000"
United States,1996,female,75+ years,463,9635400,,"8,100,201,000,000"
United States,1996,female,15-24 years,634,17604000,,"8,100,201,000,000"
United States,1996,male,5-14 years,225,19681500,,"8,100,201,000,000"
United States,1996,female,5-14 years,77,18740800,,"8,100,201,000,000"
United States,1997,male,75+ years,2566,5740700,,"8,608,515,000,000"
United States,1997,male,55-74 years,4514,18659400,,"8,608,515,000,000"
United States,1997,male,25-34 years,4684,19810400,,"8,608,515,000,000"
United States,1997,male,35-54 years,892,38339600,,"8,608,515,000,000"
United States,1997,male,15-24 years,3559,18805800,,"8,608,515,000,000"
United States,1997,female,35-54 years,2758,39291000,,"8,608,515,000,000"
United States,1997,female,75+ years,499,9836300,,"8,608,515,000,000"
United States,1997,female,55-74 years,195,21652100,,"8,608,515,000,000"
United States,1997,female,25-34 years,988,19799100,,"8,608,515,000,000"
United States,1997,female,15-24 years,627,17773900,,"8,608,515,000,000"
United States,1997,male,5-14 years,233,19860900,,"8,608,515,000,000"
United States,1997,female,5-14 years,74,18917200,,"8,608,515,000,000"
United States,1998,male,75+ years,2686,5948900,,"9,089,168,000,000"
United States,1998,male,35-54 years,9192,39000700,,"9,089,168,000,000"
United States,1998,male,55-74 years,4466,19055300,,"9,089,168,000,000"
United States,1998,male,25-34 years,444,19253800,,"9,089,168,000,000"
United States,1998,male,15-24 years,3532,19041700,,"9,089,168,000,000"
United States,1998,female,35-54 years,2776,40104100,,"9,089,168,000,000"
United States,1998,female,75+ years,52,10057000,,"9,089,168,000,000"
United States,1998,female,55-74 years,194,22016000,,"9,089,168,000,000"
United States,1998,female,25-34 years,961,19520600,,"9,089,168,000,000"
United States,1998,female,15-24 years,63,18171800,,"9,089,168,000,000"
United States,1998,male,5-14 years,241,20049800,,"9,089,168,000,000"
United States,1998,female,5-14 years,83,19112800,,"9,089,168,000,000"
United States,1999,male,75+ years,2549,6111376,,"9,660,624,000,000"
United States,1999,male,35-54 years,8873,39753404,,"9,660,624,000,000"
United States,1999,male,25-34 years,4194,18826288,,"9,660,624,000,000"
United States,1999,male,55-74 years,436,19349103,,"9,660,624,000,000"
United States,1999,male,15-24 years,3326,19334049,,"9,660,624,000,000"
United States,1999,female,35-54 years,2674,40861603,,"9,660,624,000,000"
United States,1999,female,25-34 years,912,19109524,,"9,660,624,000,000"
United States,1999,female,55-74 years,161,22258230,,"9,660,624,000,000"
United States,1999,female,75+ years,469,10210401,,"9,660,624,000,000"
United States,1999,female,15-24 years,575,18439463,,"9,660,624,000,000"
United States,1999,male,5-14 years,194,20219664,,"9,660,624,000,000"
United States,1999,female,5-14 years,5,19275566,,"9,660,624,000,000"
United States,2000,male,75+ years,2589,6106351,0.883,"10,284,779,000,000"
United States,2000,male,35-54 years,9263,40945028,0.883,"10,284,779,000,000"
United States,2000,male,55-74 years,4153,19948630,0.883,"10,284,779,000,000"
United States,2000,male,25-34 years,3938,20120529,0.883,"10,284,779,000,000"
United States,2000,male,15-24 years,3424,20078818,0.883,"10,284,779,000,000"
United States,2000,female,35-54 years,2736,41881451,0.883,"10,284,779,000,000"
United States,2000,female,55-74 years,184,22717040,0.883,"10,284,779,000,000"
United States,2000,female,25-34 years,854,19771195,0.883,"10,284,779,000,000"
United States,2000,female,75+ years,425,10494416,0.883,"10,284,779,000,000"
United States,2000,female,15-24 years,57,19105073,0.883,"10,284,779,000,000"
United States,2000,male,5-14 years,244,21043474,0.883,"10,284,779,000,000"
United States,2000,female,5-14 years,63,20034103,0.883,"10,284,779,000,000"
United States,2001,male,75+ years,2549,6285825,,"10,621,824,000,000"
United States,2001,male,35-54 years,9684,41638996,,"10,621,824,000,000"
United States,2001,male,55-74 years,463,20451417,,"10,621,824,000,000"
United States,2001,male,25-34 years,4199,20013572,,"10,621,824,000,000"
United States,2001,male,15-24 years,349,20485156,,"10,621,824,000,000"
United States,2001,female,35-54 years,2893,42567863,,"10,621,824,000,000"
United States,2001,female,55-74 years,1146,23170384,,"10,621,824,000,000"
United States,2001,female,25-34 years,871,19593734,,"10,621,824,000,000"
United States,2001,female,75+ years,412,10691894,,"10,621,824,000,000"
United States,2001,female,15-24 years,562,19463211,,"10,621,824,000,000"
United States,2001,male,5-14 years,214,21032860,,"10,621,824,000,000"
United States,2001,female,5-14 years,65,20032634,,"10,621,824,000,000"
United States,2002,male,75+ years,2642,6470864,,"10,977,514,000,000"
United States,2002,male,35-54 years,111,42042827,,"10,977,514,000,000"
United States,2002,male,55-74 years,489,21085316,,"10,977,514,000,000"
United States,2002,male,25-34 years,4135,20202776,,"10,977,514,000,000"
United States,2002,male,15-24 years,3432,20821269,,"10,977,514,000,000"
United States,2002,female,35-54 years,358,42957716,,"10,977,514,000,000"
United States,2002,female,55-74 years,1191,23790625,,"10,977,514,000,000"
United States,2002,female,25-34 years,911,19725528,,"10,977,514,000,000"
United States,2002,female,75+ years,443,10856838,,"10,977,514,000,000"
United States,2002,female,15-24 years,578,19768514,,"10,977,514,000,000"
United States,2002,male,5-14 years,199,21012559,,"10,977,514,000,000"
United States,2002,female,5-14 years,65,20024727,,"10,977,514,000,000"
United States,2003,male,75+ years,2499,6599131,,"11,510,670,000,000"
United States,2003,male,35-54 years,125,42177315,,"11,510,670,000,000"
United States,2003,male,55-74 years,4941,21773685,,"11,510,670,000,000"
United States,2003,male,25-34 years,4156,20222486,,"11,510,670,000,000"
United States,2003,male,15-24 years,3381,21182602,,"11,510,670,000,000"
United States,2003,female,35-54 years,358,42997878,,"11,510,670,000,000"
United States,2003,female,55-74 years,1237,24463095,,"11,510,670,000,000"
United States,2003,female,25-34 years,99,19650112,,"11,510,670,000,000"
United States,2003,female,75+ years,414,10983008,,"11,510,670,000,000"
United States,2003,female,15-24 years,67,20023561,,"11,510,670,000,000"
United States,2003,male,5-14 years,194,20976656,,"11,510,670,000,000"
United States,2003,female,5-14 years,56,19991981,,"11,510,670,000,000"
United States,2004,male,75+ years,2496,6726102,,"12,274,928,000,000"
United States,2004,male,35-54 years,1145,42486552,,"12,274,928,000,000"
United States,2004,male,55-74 years,4989,22427063,,"12,274,928,000,000"
United States,2004,male,25-34 years,4142,20336031,,"12,274,928,000,000"
United States,2004,male,15-24 years,3596,21438383,,"12,274,928,000,000"
United States,2004,female,35-54 years,3399,43240905,,"12,274,928,000,000"
United States,2004,female,55-74 years,131,25115333,,"12,274,928,000,000"
United States,2004,female,25-34 years,932,19695906,,"12,274,928,000,000"
United States,2004,female,75+ years,423,11104411,,"12,274,928,000,000"
United States,2004,female,15-24 years,72,20262722,,"12,274,928,000,000"
United States,2004,male,5-14 years,187,20860278,,"12,274,928,000,000"
United States,2004,female,5-14 years,98,19890450,,"12,274,928,000,000"
United States,2005,male,75+ years,261,6883241,0.897,"13,093,726,000,000"
United States,2005,male,35-54 years,1332,42835394,0.897,"13,093,726,000,000"
United States,2005,male,55-74 years,519,23156114,0.897,"13,093,726,000,000"
United States,2005,male,25-34 years,466,20421260,0.897,"13,093,726,000,000"
United States,2005,male,15-24 years,3498,21647159,0.897,"13,093,726,000,000"
United States,2005,female,35-54 years,329,43509335,0.897,"13,093,726,000,000"
United States,2005,female,55-74 years,1364,25839240,0.897,"13,093,726,000,000"
United States,2005,female,25-34 years,924,19721652,0.897,"13,093,726,000,000"
United States,2005,female,75+ years,45,11267059,0.897,"13,093,726,000,000"
United States,2005,female,15-24 years,714,20429690,0.897,"13,093,726,000,000"
United States,2005,male,5-14 years,24,20675232,0.897,"13,093,726,000,000"
United States,2005,female,5-14 years,68,19721304,0.897,"13,093,726,000,000"
United States,2006,male,75+ years,2494,6986609,,"13,855,888,000,000"
United States,2006,male,35-54 years,1641,43139910,,"13,855,888,000,000"
United States,2006,male,55-74 years,5431,23894147,,"13,855,888,000,000"
United States,2006,male,25-34 years,453,20564653,,"13,855,888,000,000"
United States,2006,male,15-24 years,3528,21844954,,"13,855,888,000,000"
United States,2006,female,35-54 years,3376,43805214,,"13,855,888,000,000"
United States,2006,female,55-74 years,1536,26609380,,"13,855,888,000,000"
United States,2006,female,25-34 years,932,19851326,,"13,855,888,000,000"
United States,2006,female,75+ years,421,11356899,,"13,855,888,000,000"
United States,2006,female,15-24 years,661,20590472,,"13,855,888,000,000"
United States,2006,male,5-14 years,153,20640120,,"13,855,888,000,000"
United States,2006,female,5-14 years,66,19697164,,"13,855,888,000,000"
United States,2007,male,75+ years,2566,7056824,,"14,477,635,000,000"
United States,2007,male,35-54 years,1978,42992076,,"14,477,635,000,000"
United States,2007,male,55-74 years,583,24661084,,"14,477,635,000,000"
United States,2007,male,25-34 years,4281,20531378,,"14,477,635,000,000"
United States,2007,male,15-24 years,3481,22014323,,"14,477,635,000,000"
United States,2007,female,35-54 years,3525,43607902,,"14,477,635,000,000"
United States,2007,female,55-74 years,1684,27395858,,"14,477,635,000,000"
United States,2007,female,25-34 years,997,19839678,,"14,477,635,000,000"
United States,2007,female,75+ years,411,11421017,,"14,477,635,000,000"
United States,2007,female,15-24 years,659,20765167,,"14,477,635,000,000"
United States,2007,male,5-14 years,131,20659096,,"14,477,635,000,000"
United States,2007,female,5-14 years,53,19714203,,"14,477,635,000,000"
United States,2008,male,75+ years,2531,7072366,,"14,718,582,000,000"
United States,2008,male,35-54 years,11371,43002471,,"14,718,582,000,000"
United States,2008,male,55-74 years,6558,25698503,,"14,718,582,000,000"
United States,2008,male,25-34 years,4273,20007152,,"14,718,582,000,000"
United States,2008,male,15-24 years,356,22184611,,"14,718,582,000,000"
United States,2008,female,35-54 years,3619,42893858,,"14,718,582,000,000"
United States,2008,female,55-74 years,173,28307998,,"14,718,582,000,000"
United States,2008,female,25-34 years,127,19812423,,"14,718,582,000,000"
United States,2008,female,75+ years,428,11038522,,"14,718,582,000,000"
United States,2008,female,15-24 years,738,21149435,,"14,718,582,000,000"
United States,2008,male,5-14 years,154,21074651,,"14,718,582,000,000"
United States,2008,female,5-14 years,68,20113575,,"14,718,582,000,000"
United States,2009,male,75+ years,2552,7168575,,"14,418,739,000,000"
United States,2009,male,35-54 years,11613,42932194,,"14,418,739,000,000"
United States,2009,male,55-74 years,6851,26664733,,"14,418,739,000,000"
United States,2009,male,25-34 years,4293,20205941,,"14,418,739,000,000"
United States,2009,male,15-24 years,3595,22343137,,"14,418,739,000,000"
United States,2009,female,35-54 years,3664,42836835,,"14,418,739,000,000"
United States,2009,female,55-74 years,1875,29296258,,"14,418,739,000,000"
United States,2009,female,25-34 years,127,19992900,,"14,418,739,000,000"
United States,2009,female,15-24 years,776,21299140,,"14,418,739,000,000"
United States,2009,female,75+ years,389,11101144,,"14,418,739,000,000"
United States,2009,male,5-14 years,175,21139852,,"14,418,739,000,000"
United States,2009,female,5-14 years,9,20181953,,"14,418,739,000,000"
United States,2010,male,75+ years,2617,7263596,0.909,"14,964,372,000,000"
United States,2010,male,35-54 years,11767,42798501,0.909,"14,964,372,000,000"
United States,2010,male,55-74 years,7287,27667895,0.909,"14,964,372,000,000"
United States,2010,male,25-34 years,4645,20409866,0.909,"14,964,372,000,000"
United States,2010,male,15-24 years,3772,22463069,0.909,"14,964,372,000,000"
United States,2010,female,35-54 years,364,42711237,0.909,"14,964,372,000,000"
United States,2010,female,55-74 years,271,30326595,0.909,"14,964,372,000,000"
United States,2010,female,25-34 years,192,20180858,0.909,"14,964,372,000,000"
United States,2010,female,15-24 years,83,21395712,0.909,"14,964,372,000,000"
United States,2010,female,75+ years,43,11163521,0.909,"14,964,372,000,000"
United States,2010,male,5-14 years,187,21207667,0.909,"14,964,372,000,000"
United States,2010,female,5-14 years,87,20250632,0.909,"14,964,372,000,000"
United States,2011,male,75+ years,2721,7448796,0.911,"15,517,926,000,000"
United States,2011,male,35-54 years,11681,42566273,0.911,"15,517,926,000,000"
United States,2011,male,55-74 years,7572,28556351,0.911,"15,517,926,000,000"
United States,2011,male,25-34 years,4862,20698307,0.911,"15,517,926,000,000"
United States,2011,male,15-24 years,3959,22622559,0.911,"15,517,926,000,000"
United States,2011,female,35-54 years,3776,42485156,0.911,"15,517,926,000,000"
United States,2011,female,55-74 years,2128,31268702,0.911,"15,517,926,000,000"
United States,2011,female,25-34 years,1238,20408037,0.911,"15,517,926,000,000"
United States,2011,female,15-24 years,863,21552069,0.911,"15,517,926,000,000"
United States,2011,female,75+ years,421,11270969,0.911,"15,517,926,000,000"
United States,2011,male,5-14 years,21,21185153,0.911,"15,517,926,000,000"
United States,2011,female,5-14 years,86,20251453,0.911,"15,517,926,000,000"
United States,2012,male,75+ years,2853,7633574,0.912,"16,155,255,000,000"
United States,2012,male,35-54 years,11763,42326226,0.912,"16,155,255,000,000"
United States,2012,male,55-74 years,832,29473157,0.912,"16,155,255,000,000"
United States,2012,male,25-34 years,4985,21028158,0.912,"16,155,255,000,000"
United States,2012,male,15-24 years,3918,22713083,0.912,"16,155,255,000,000"
United States,2012,female,35-54 years,3857,42238495,0.912,"16,155,255,000,000"
United States,2012,female,55-74 years,2264,32244829,0.912,"16,155,255,000,000"
United States,2012,female,25-34 years,1231,20667924,0.912,"16,155,255,000,000"
United States,2012,female,15-24 years,954,21653970,0.912,"16,155,255,000,000"
United States,2012,female,75+ years,428,11375645,0.912,"16,155,255,000,000"
United States,2012,male,5-14 years,226,21198150,0.912,"16,155,255,000,000"
United States,2012,female,5-14 years,85,20273917,0.912,"16,155,255,000,000"
United States,2013,male,75+ years,299,7816638,0.913,"16,691,517,000,000"
United States,2013,male,55-74 years,8445,30405404,0.913,"16,691,517,000,000"
United States,2013,male,35-54 years,11396,42085688,0.913,"16,691,517,000,000"
United States,2013,male,25-34 years,563,21386891,0.913,"16,691,517,000,000"
United States,2013,male,15-24 years,393,22735631,0.913,"16,691,517,000,000"
United States,2013,female,35-54 years,3776,41983845,0.913,"16,691,517,000,000"
United States,2013,female,55-74 years,2484,33229667,0.913,"16,691,517,000,000"
United States,2013,female,25-34 years,1285,20951958,0.913,"16,691,517,000,000"
United States,2013,female,15-24 years,975,21698877,0.913,"16,691,517,000,000"
United States,2013,female,75+ years,431,11486590,0.913,"16,691,517,000,000"
United States,2013,male,5-14 years,252,21233001,0.913,"16,691,517,000,000"
United States,2013,female,5-14 years,143,20308672,0.913,"16,691,517,000,000"
United States,2014,male,75+ years,316,7994948,0.915,"17,427,609,000,000"
United States,2014,male,55-74 years,8961,31339875,0.915,"17,427,609,000,000"
United States,2014,male,35-54 years,11455,41858354,0.915,"17,427,609,000,000"
United States,2014,male,25-34 years,5222,21760455,0.915,"17,427,609,000,000"
United States,2014,male,15-24 years,489,22700273,0.915,"17,427,609,000,000"
United States,2014,female,35-54 years,418,41742299,0.915,"17,427,609,000,000"
United States,2014,female,55-74 years,2676,34193742,0.915,"17,427,609,000,000"
United States,2014,female,25-34 years,1347,21250636,0.915,"17,427,609,000,000"
United States,2014,female,15-24 years,99,21691057,0.915,"17,427,609,000,000"
United States,2014,female,75+ years,477,11616299,0.915,"17,427,609,000,000"
United States,2014,male,5-14 years,277,21264881,0.915,"17,427,609,000,000"
United States,2014,female,5-14 years,151,20336916,0.915,"17,427,609,000,000"
United States,2015,male,75+ years,3171,8171136,,"18,120,714,000,000"
United States,2015,male,55-74 years,968,32264697,,"18,120,714,000,000"
United States,2015,male,35-54 years,11634,41658010,,"18,120,714,000,000"
United States,2015,male,25-34 years,553,22137097,,"18,120,714,000,000"
United States,2015,male,15-24 years,4359,22615073,,"18,120,714,000,000"
United States,2015,female,35-54 years,453,41531809,,"18,120,714,000,000"
United States,2015,female,55-74 years,2872,35115610,,"18,120,714,000,000"
United States,2015,female,25-34 years,1444,21555712,,"18,120,714,000,000"
United States,2015,female,15-24 years,1132,21633813,,"18,120,714,000,000"
United States,2015,female,75+ years,54,11778666,,"18,120,714,000,000"
United States,2015,male,5-14 years,255,21273987,,"18,120,714,000,000"
United States,2015,female,5-14 years,158,20342901,,"18,120,714,000,000"
Uruguay,1985,male,75+ years,37,46900,0.667,"4,732,017,873"
Uruguay,1985,male,55-74 years,85,235800,0.667,"4,732,017,873"
Uruguay,1985,male,35-54 years,67,336400,0.667,"4,732,017,873"
Uruguay,1985,male,25-34 years,3,204000,0.667,"4,732,017,873"
Uruguay,1985,female,55-74 years,21,270100,0.667,"4,732,017,873"
Uruguay,1985,male,15-24 years,16,247000,0.667,"4,732,017,873"
Uruguay,1985,female,75+ years,4,72800,0.667,"4,732,017,873"
Uruguay,1985,female,35-54 years,16,347300,0.667,"4,732,017,873"
Uruguay,1985,female,15-24 years,5,240000,0.667,"4,732,017,873"
Uruguay,1985,female,25-34 years,3,203000,0.667,"4,732,017,873"
Uruguay,1985,female,5-14 years,2,263100,0.667,"4,732,017,873"
Uruguay,1985,male,5-14 years,1,271000,0.667,"4,732,017,873"
Uruguay,1986,male,75+ years,38,47400,,"5,880,112,788"
Uruguay,1986,male,55-74 years,81,237800,,"5,880,112,788"
Uruguay,1986,male,35-54 years,45,338500,,"5,880,112,788"
Uruguay,1986,male,25-34 years,21,205500,,"5,880,112,788"
Uruguay,1986,female,55-74 years,24,272100,,"5,880,112,788"
Uruguay,1986,male,15-24 years,18,248800,,"5,880,112,788"
Uruguay,1986,female,75+ years,5,73600,,"5,880,112,788"
Uruguay,1986,female,15-24 years,12,241800,,"5,880,112,788"
Uruguay,1986,female,25-34 years,8,204500,,"5,880,112,788"
Uruguay,1986,female,35-54 years,8,349600,,"5,880,112,788"
Uruguay,1986,male,5-14 years,2,273000,,"5,880,112,788"
Uruguay,1986,female,5-14 years,,265000,,"5,880,112,788"
Uruguay,1987,male,75+ years,36,47700,,"7,367,494,080"
Uruguay,1987,male,55-74 years,63,239600,,"7,367,494,080"
Uruguay,1987,male,35-54 years,59,341200,,"7,367,494,080"
Uruguay,1987,female,75+ years,7,74100,,"7,367,494,080"
Uruguay,1987,female,55-74 years,25,274100,,"7,367,494,080"
Uruguay,1987,male,25-34 years,15,207100,,"7,367,494,080"
Uruguay,1987,male,15-24 years,18,250800,,"7,367,494,080"
Uruguay,1987,female,35-54 years,19,352300,,"7,367,494,080"
Uruguay,1987,female,25-34 years,7,206100,,"7,367,494,080"
Uruguay,1987,female,15-24 years,7,243700,,"7,367,494,080"
Uruguay,1987,female,5-14 years,1,267000,,"7,367,494,080"
Uruguay,1987,male,5-14 years,1,275200,,"7,367,494,080"
Uruguay,1988,male,75+ years,33,48100,,"8,213,515,459"
Uruguay,1988,male,55-74 years,6,241400,,"8,213,515,459"
Uruguay,1988,male,35-54 years,56,343700,,"8,213,515,459"
Uruguay,1988,male,25-34 years,33,208700,,"8,213,515,459"
Uruguay,1988,male,15-24 years,28,252600,,"8,213,515,459"
Uruguay,1988,female,75+ years,7,74600,,"8,213,515,459"
Uruguay,1988,female,55-74 years,17,276200,,"8,213,515,459"
Uruguay,1988,female,35-54 years,17,354900,,"8,213,515,459"
Uruguay,1988,female,25-34 years,9,207700,,"8,213,515,459"
Uruguay,1988,female,15-24 years,6,245500,,"8,213,515,459"
Uruguay,1988,male,5-14 years,2,277200,,"8,213,515,459"
Uruguay,1988,female,5-14 years,,269000,,"8,213,515,459"
Uruguay,1989,male,75+ years,37,48500,,"8,438,951,476"
Uruguay,1989,male,55-74 years,94,243200,,"8,438,951,476"
Uruguay,1989,male,35-54 years,78,346200,,"8,438,951,476"
Uruguay,1989,male,25-34 years,33,210200,,"8,438,951,476"
Uruguay,1989,male,15-24 years,32,254500,,"8,438,951,476"
Uruguay,1989,female,55-74 years,21,278400,,"8,438,951,476"
Uruguay,1989,female,75+ years,5,75200,,"8,438,951,476"
Uruguay,1989,female,25-34 years,13,209200,,"8,438,951,476"
Uruguay,1989,female,15-24 years,12,247300,,"8,438,951,476"
Uruguay,1989,female,35-54 years,17,357700,,"8,438,951,476"
